municipality_number,municipality_name,year,sex,population
22004,Agüero,2013,Hombres,85
44005,Aguilar del Alfambra,2013,Hombres,45
50005,Aguilón,2013,Hombres,133
22907,Aínsa-Sobrarbe,2013,Hombres,1174
50006,Ainzón,2013,Hombres,606
22006,Aisa,2013,Hombres,201
44006,Alacón,2013,Hombres,149
50007,Aladrén,2013,Hombres,37
50008,Alagón,2013,Hombres,3623
50009,Alarba,2013,Hombres,89
44007,Alba,2013,Hombres,113
22007,Albalate de Cinca,2013,Hombres,644
44008,Albalate del Arzobispo,2013,Hombres,1048
22008,Albalatillo,2013,Hombres,113
44009,Albarracín,2013,Hombres,565
22009,Albelda,2013,Hombres,419
44010,Albentosa,2013,Hombres,151
50010,Alberite de San Juan,2013,Hombres,54
22011,Albero Alto,2013,Hombres,72
22012,Albero Bajo,2013,Hombres,68
22013,Alberuela de Tubo,2013,Hombres,176
50011,Albeta,2013,Hombres,70
50012,Alborge,2013,Hombres,60
44011,Alcaine,2013,Hombres,40
50013,Alcalá de Ebro,2013,Hombres,127
22014,Alcalá de Gurrea,2013,Hombres,144
44012,Alcalá de la Selva,2013,Hombres,241
50014,Alcalá de Moncayo,2013,Hombres,111
22015,Alcalá del Obispo,2013,Hombres,187
22016,Alcampell,2013,Hombres,368
44013,Alcañiz,2013,Hombres,8200
22017,Alcolea de Cinca,2013,Hombres,591
50015,Alconchel de Ariza,2013,Hombres,49
44014,Alcorisa,2013,Hombres,1789
22018,Alcubierre,2013,Hombres,220
50016,Aldehuela de Liestos,2013,Hombres,32
22019,Alerre,2013,Hombres,114
50017,Alfajarín,2013,Hombres,1154
44016,Alfambra,2013,Hombres,303
50018,Alfamén,2013,Hombres,823
22020,Alfántega,2013,Hombres,66
50019,Alforque,2013,Hombres,43
50020,Alhama de Aragón,2013,Hombres,584
44017,Aliaga,2013,Hombres,201
44021,Allepuz,2013,Hombres,57
44022,Alloza,2013,Hombres,340
44023,Allueva,2013,Hombres,10
50021,Almochuel,2013,Hombres,18
44018,Almohaja,2013,Hombres,16
50022,Almolda (La),2013,Hombres,312
50023,Almonacid de la Cuba,2013,Hombres,128
50024,Almonacid de la Sierra,2013,Hombres,423
22021,Almudévar,2013,Hombres,1294
50025,Almunia de Doña Godina (La),2013,Hombres,4001
22022,Almunia de San Juan,2013,Hombres,339
22023,Almuniente,2013,Hombres,269
44019,Alobras,2013,Hombres,44
50026,Alpartir,2013,Hombres,291
44020,Alpeñés,2013,Hombres,11
22024,Alquézar,2013,Hombres,164
22025,Altorricón,2013,Hombres,782
50027,Ambel,2013,Hombres,133
44024,Anadón,2013,Hombres,13
44025,Andorra,2013,Hombres,4250
50028,Anento,2013,Hombres,68
22027,Angüés,2013,Hombres,223
50029,Aniñón,2013,Hombres,432
22028,Ansó,2013,Hombres,232
22029,Antillón,2013,Hombres,84
50030,Añón de Moncayo,2013,Hombres,125
22032,Aragüés del Puerto,2013,Hombres,71
50031,Aranda de Moncayo,2013,Hombres,115
50032,Arándiga,2013,Hombres,188
44026,Arcos de las Salinas,2013,Hombres,53
50033,Ardisa,2013,Hombres,52
22035,Arén,2013,Hombres,169
44027,Arens de Lledó,2013,Hombres,100
22036,Argavieso,2013,Hombres,66
44028,Argente,2013,Hombres,108
22037,Arguis,2013,Hombres,72
44029,Ariño,2013,Hombres,386
50034,Ariza,2013,Hombres,613
50035,Artieda,2013,Hombres,51
50036,Asín,2013,Hombres,50
50037,Atea,2013,Hombres,100
50038,Ateca,2013,Hombres,1067
22039,Ayerbe,2013,Hombres,561
44031,Azaila,2013,Hombres,63
22040,Azanuy-Alins,2013,Hombres,89
22041,Azara,2013,Hombres,102
22042,Azlor,2013,Hombres,67
50039,Azuara,2013,Hombres,357
44032,Bádenas,2013,Hombres,11
50040,Badules,2013,Hombres,54
22043,Baélls,2013,Hombres,61
44033,Báguena,2013,Hombres,192
50041,Bagüés,2013,Hombres,12
22044,Bailo,2013,Hombres,176
50042,Balconchán,2013,Hombres,6
22045,Baldellou,2013,Hombres,57
22046,Ballobar,2013,Hombres,452
22047,Banastás,2013,Hombres,157
44034,Bañón,2013,Hombres,90
22048,Barbastro,2013,Hombres,8375
50043,Bárboles,2013,Hombres,175
22049,Barbués,2013,Hombres,48
22050,Barbuñales,2013,Hombres,48
22051,Bárcabo,2013,Hombres,69
50044,Bardallur,2013,Hombres,153
44035,Barrachina,2013,Hombres,78
44036,Bea,2013,Hombres,19
44037,Beceite,2013,Hombres,310
50045,Belchite,2013,Hombres,840
44039,Bello,2013,Hombres,120
50046,Belmonte de Gracián,2013,Hombres,129
44038,Belmonte de San José,2013,Hombres,57
22052,Belver de Cinca,2013,Hombres,738
22053,Benabarre,2013,Hombres,630
22054,Benasque,2013,Hombres,1161
22246,Beranuy,2013,Hombres,59
22055,Berbegal,2013,Hombres,195
50047,Berdejo,2013,Hombres,37
44040,Berge,2013,Hombres,126
50048,Berrueco,2013,Hombres,21
44041,Bezas,2013,Hombres,41
50901,Biel,2013,Hombres,99
22057,Bielsa,2013,Hombres,252
22058,Bierge,2013,Hombres,140
22059,Biescas,2013,Hombres,850
50050,Bijuesca,2013,Hombres,67
22060,Binaced,2013,Hombres,810
22061,Binéfar,2013,Hombres,4931
50051,Biota,2013,Hombres,529
22062,Bisaurri,2013,Hombres,98
22063,Biscarrués,2013,Hombres,121
50052,Bisimbre,2013,Hombres,53
44042,Blancas,2013,Hombres,89
22064,Blecua y Torres,2013,Hombres,119
44043,Blesa,2013,Hombres,75
22066,Boltaña,2013,Hombres,578
22067,Bonansa,2013,Hombres,47
50053,Boquiñeni,2013,Hombres,472
22068,Borau,2013,Hombres,50
50054,Bordalba,2013,Hombres,41
44044,Bordón,2013,Hombres,67
50055,Borja,2013,Hombres,2478
50056,Botorrita,2013,Hombres,283
50057,Brea de Aragón,2013,Hombres,881
44045,Bronchales,2013,Hombres,271
22069,Broto,2013,Hombres,281
50058,Bubierca,2013,Hombres,40
44046,Bueña,2013,Hombres,31
50059,Bujaraloz,2013,Hombres,545
50060,Bulbuente,2013,Hombres,125
44047,Burbáguena,2013,Hombres,146
50061,Bureta,2013,Hombres,139
50062,Burgo de Ebro (El),2013,Hombres,1210
50063,Buste (El),2013,Hombres,41
50064,Cabañas de Ebro,2013,Hombres,287
50065,Cabolafuente,2013,Hombres,22
44048,Cabra de Mora,2013,Hombres,40
50066,Cadrete,2013,Hombres,1746
44049,Calaceite,2013,Hombres,570
44050,Calamocha,2013,Hombres,2242
44051,Calanda,2013,Hombres,1958
50067,Calatayud,2013,Hombres,10402
50068,Calatorao,2013,Hombres,1576
50069,Calcena,2013,Hombres,49
22072,Caldearenas,2013,Hombres,124
50070,Calmarza,2013,Hombres,42
44052,Calomarde,2013,Hombres,49
44053,Camañas,2013,Hombres,71
44054,Camarena de la Sierra,2013,Hombres,80
44055,Camarillas,2013,Hombres,66
44056,Caminreal,2013,Hombres,367
50071,Campillo de Aragón,2013,Hombres,82
22074,Campo,2013,Hombres,220
22075,Camporrélls,2013,Hombres,94
22076,Canal de Berdún,2013,Hombres,209
22077,Candasnos,2013,Hombres,178
22078,Canfranc,2013,Hombres,327
44059,Cantavieja,2013,Hombres,375
44060,Cañada de Benatanduz,2013,Hombres,26
44061,Cañada de Verich (La),2013,Hombres,54
44062,Cañada Vellida,2013,Hombres,27
44063,Cañizar del Olivar,2013,Hombres,53
22079,Capdesaso,2013,Hombres,78
22080,Capella,2013,Hombres,198
50072,Carenas,2013,Hombres,87
50073,Cariñena,2013,Hombres,1827
22081,Casbas de Huesca,2013,Hombres,171
44064,Cascante del Río,2013,Hombres,48
50074,Caspe,2013,Hombres,5146
50075,Castejón de Alarba,2013,Hombres,50
50076,Castejón de las Armas,2013,Hombres,57
22083,Castejón de Monegros,2013,Hombres,320
22084,Castejón de Sos,2013,Hombres,373
44065,Castejón de Tornos,2013,Hombres,40
50077,Castejón de Valdejasa,2013,Hombres,127
22082,Castejón del Puente,2013,Hombres,178
44066,Castel de Cabra,2013,Hombres,68
22085,Castelflorite,2013,Hombres,72
44070,Castellar (El),2013,Hombres,40
44071,Castellote,2013,Hombres,406
44067,Castelnou,2013,Hombres,81
44068,Castelserás,2013,Hombres,437
22086,Castiello de Jaca,2013,Hombres,135
22087,Castigaleu,2013,Hombres,61
50078,Castiliscar,2013,Hombres,152
22088,Castillazuelo,2013,Hombres,84
22089,Castillonroy,2013,Hombres,173
44074,Cedrillas,2013,Hombres,325
44075,Celadas,2013,Hombres,222
44076,Cella,2013,Hombres,1516
44077,Cerollera (La),2013,Hombres,62
50079,Cervera de la Cañada,2013,Hombres,174
50080,Cerveruela,2013,Hombres,27
50081,Cetina,2013,Hombres,344
22094,Chalamera,2013,Hombres,58
22095,Chía,2013,Hombres,63
22096,Chimillas,2013,Hombres,189
50092,Chiprana,2013,Hombres,257
50093,Chodes,2013,Hombres,73
50082,Cimballa,2013,Hombres,57
50083,Cinco Olivas,2013,Hombres,55
50084,Clarés de Ribota,2013,Hombres,49
50085,Codo,2013,Hombres,101
44080,Codoñera (La),2013,Hombres,194
50086,Codos,2013,Hombres,141
22090,Colungo,2013,Hombres,70
50087,Contamina,2013,Hombres,21
44082,Corbalán,2013,Hombres,56
44084,Cortes de Aragón,2013,Hombres,26
44085,Cosa,2013,Hombres,36
50088,Cosuenda,2013,Hombres,199
44086,Cretas,2013,Hombres,300
44087,Crivillén,2013,Hombres,39
50089,Cuarte de Huerva,2013,Hombres,5716
44088,Cuba (La),2013,Hombres,27
50090,Cubel,2013,Hombres,94
44089,Cubla,2013,Hombres,39
44090,Cucalón,2013,Hombres,65
50091,Cuerlas (Las),2013,Hombres,27
44092,Cuervo (El),2013,Hombres,52
44093,Cuevas de Almudén,2013,Hombres,82
44094,Cuevas Labradas,2013,Hombres,71
50094,Daroca,2013,Hombres,1117
50095,Ejea de los Caballeros,2013,Hombres,8794
44096,Ejulve,2013,Hombres,103
50096,Embid de Ariza,2013,Hombres,26
50098,Encinacorba,2013,Hombres,120
50099,Épila,2013,Hombres,2511
50100,Erla,2013,Hombres,198
50101,Escatrón,2013,Hombres,545
44097,Escorihuela,2013,Hombres,79
44099,Escucha,2013,Hombres,556
22099,Esplús,2013,Hombres,342
22102,Estada,2013,Hombres,123
22103,Estadilla,2013,Hombres,405
44100,Estercuel,2013,Hombres,153
22105,Estopiñán del Castillo,2013,Hombres,75
50102,Fabara,2013,Hombres,694
22106,Fago,2013,Hombres,13
22107,Fanlo,2013,Hombres,75
50104,Farlete,2013,Hombres,204
50105,Fayón,2013,Hombres,193
50106,Fayos (Los),2013,Hombres,76
44101,Ferreruela de Huerva,2013,Hombres,36
50107,Figueruelas,2013,Hombres,689
22109,Fiscal,2013,Hombres,208
50108,Fombuena,2013,Hombres,29
44102,Fonfría,2013,Hombres,17
22110,Fonz,2013,Hombres,511
22111,Foradada del Toscar,2013,Hombres,107
44103,Formiche Alto,2013,Hombres,92
44105,Fórnoles,2013,Hombres,44
44106,Fortanete,2013,Hombres,125
44107,Foz-Calanda,2013,Hombres,147
22112,Fraga,2013,Hombres,7584
50109,Frago (El),2013,Hombres,63
50110,Frasno (El),2013,Hombres,233
50111,Fréscano,2013,Hombres,113
44108,Fresneda (La),2013,Hombres,279
44109,Frías de Albarracín,2013,Hombres,82
50113,Fuendejalón,2013,Hombres,516
50114,Fuendetodos,2013,Hombres,90
44110,Fuenferrada,2013,Hombres,36
44111,Fuentes Calientes,2013,Hombres,63
44112,Fuentes Claras,2013,Hombres,304
50115,Fuentes de Ebro,2013,Hombres,2420
50116,Fuentes de Jiloca,2013,Hombres,144
44113,Fuentes de Rubielos,2013,Hombres,69
44114,Fuentespalda,2013,Hombres,152
22113,Fueva (La),2013,Hombres,321
50117,Gallocanta,2013,Hombres,85
50118,Gallur,2013,Hombres,1429
44115,Galve,2013,Hombres,88
44116,Gargallo,2013,Hombres,65
44117,Gea de Albarracín,2013,Hombres,211
50119,Gelsa,2013,Hombres,593
44118,Ginebrosa (La),2013,Hombres,119
22114,Gistaín,2013,Hombres,79
50120,Godojos,2013,Hombres,21
50121,Gotor,2013,Hombres,185
22115,Grado (El),2013,Hombres,237
22116,Grañén,2013,Hombres,1022
22117,Graus,2013,Hombres,1805
44119,Griegos,2013,Hombres,84
50122,Grisel,2013,Hombres,42
50123,Grisén,2013,Hombres,321
44120,Guadalaviar,2013,Hombres,142
44121,Gúdar,2013,Hombres,46
22119,Gurrea de Gállego,2013,Hombres,845
50124,Herrera de los Navarros,2013,Hombres,299
44122,Híjar,2013,Hombres,897
44123,Hinojosa de Jarque,2013,Hombres,84
22122,Hoz de Jaca,2013,Hombres,39
44124,Hoz de la Vieja (La),2013,Hombres,43
22908,Hoz y Costean,2013,Hombres,110
22124,Huerto,2013,Hombres,139
44125,Huesa del Común,2013,Hombres,52
22125,Huesca,2013,Hombres,25230
50125,Ibdes,2013,Hombres,244
22126,Ibieca,2013,Hombres,67
44126,Iglesuela del Cid (La),2013,Hombres,246
22127,Igriés,2013,Hombres,348
22128,Ilche,2013,Hombres,107
50126,Illueca,2013,Hombres,1587
22129,Isábena,2013,Hombres,155
50128,Isuerre,2013,Hombres,22
44127,Jabaloyas,2013,Hombres,45
22130,Jaca,2013,Hombres,6554
50129,Jaraba,2013,Hombres,180
44128,Jarque de la Val,2013,Hombres,47
50130,Jarque de Moncayo,2013,Hombres,290
22131,Jasa,2013,Hombres,61
44129,Jatiel,2013,Hombres,29
50131,Jaulín,2013,Hombres,141
44130,Jorcas,2013,Hombres,22
44131,Josa,2013,Hombres,21
50132,Joyosa (La),2013,Hombres,502
22133,Labuerda,2013,Hombres,80
50133,Lagata,2013,Hombres,77
44132,Lagueruela,2013,Hombres,38
22135,Laluenga,2013,Hombres,122
22136,Lalueza,2013,Hombres,538
22137,Lanaja,2013,Hombres,711
50134,Langa del Castillo,2013,Hombres,66
44133,Lanzuela,2013,Hombres,20
22139,Laperdiguera,2013,Hombres,49
22141,Lascellas-Ponzano,2013,Hombres,85
22142,Lascuarre,2013,Hombres,74
22143,Laspaúles,2013,Hombres,186
22144,Laspuña,2013,Hombres,158
50135,Layana,2013,Hombres,62
50136,Lécera,2013,Hombres,403
50138,Lechón,2013,Hombres,31
50137,Leciñena,2013,Hombres,638
50139,Letux,2013,Hombres,210
44135,Libros,2013,Hombres,80
44136,Lidón,2013,Hombres,28
44137,Linares de Mora,2013,Hombres,158
50140,Litago,2013,Hombres,96
50141,Lituénigo,2013,Hombres,64
44141,Lledó,2013,Hombres,95
22149,Loarre,2013,Hombres,200
50142,Lobera de Onsella,2013,Hombres,25
50143,Longares,2013,Hombres,521
50144,Longás,2013,Hombres,25
22150,Loporzano,2013,Hombres,308
22151,Loscorrales,2013,Hombres,53
44138,Loscos,2013,Hombres,96
50146,Lucena de Jalón,2013,Hombres,143
50147,Luceni,2013,Hombres,518
50148,Luesia,2013,Hombres,181
50149,Luesma,2013,Hombres,28
50150,Lumpiaque,2013,Hombres,472
50151,Luna,2013,Hombres,417
22905,Lupiñén-Ortilla,2013,Hombres,189
50152,Maella,2013,Hombres,1036
50153,Magallón,2013,Hombres,620
44142,Maicas,2013,Hombres,19
50154,Mainar,2013,Hombres,85
50155,Malanquilla,2013,Hombres,71
50156,Maleján,2013,Hombres,155
50160,Mallén,2013,Hombres,1918
50157,Malón,2013,Hombres,199
50159,Maluenda,2013,Hombres,554
50161,Manchones,2013,Hombres,72
44143,Manzanera,2013,Hombres,284
50162,Mara,2013,Hombres,95
50163,María de Huerva,2013,Hombres,2745
50902,Marracos,2013,Hombres,56
44144,Martín del Río,2013,Hombres,224
44145,Mas de las Matas,2013,Hombres,701
44146,Mata de los Olmos (La),2013,Hombres,135
44147,Mazaleón,2013,Hombres,304
50164,Mediana de Aragón,2013,Hombres,233
50165,Mequinenza,2013,Hombres,1259
50166,Mesones de Isuela,2013,Hombres,148
50167,Mezalocha,2013,Hombres,139
44148,Mezquita de Jarque,2013,Hombres,69
50168,Mianos,2013,Hombres,19
50169,Miedes de Aragón,2013,Hombres,258
44149,Mirambel,2013,Hombres,59
44150,Miravete de la Sierra,2013,Hombres,20
44151,Molinos,2013,Hombres,150
50170,Monegrillo,2013,Hombres,252
22155,Monesma y Cajigar,2013,Hombres,49
50171,Moneva,2013,Hombres,66
22156,Monflorite-Lascasas,2013,Hombres,165
44152,Monforte de Moyuela,2013,Hombres,45
50172,Monreal de Ariza,2013,Hombres,128
44153,Monreal del Campo,2013,Hombres,1336
44154,Monroyo,2013,Hombres,222
44155,Montalbán,2013,Hombres,686
22157,Montanuy,2013,Hombres,148
44156,Monteagudo del Castillo,2013,Hombres,33
50173,Monterde,2013,Hombres,92
44157,Monterde de Albarracín,2013,Hombres,35
50174,Montón,2013,Hombres,66
22158,Monzón,2013,Hombres,8816
44158,Mora de Rubielos,2013,Hombres,827
50175,Morata de Jalón,2013,Hombres,624
50176,Morata de Jiloca,2013,Hombres,132
50177,Morés,2013,Hombres,212
50178,Moros,2013,Hombres,231
44159,Moscardón,2013,Hombres,31
44160,Mosqueruela,2013,Hombres,327
50179,Moyuela,2013,Hombres,155
50180,Mozota,2013,Hombres,57
50181,Muel,2013,Hombres,701
50182,Muela (La),2013,Hombres,2586
50183,Munébrega,2013,Hombres,251
44161,Muniesa,2013,Hombres,331
50184,Murero,2013,Hombres,75
50185,Murillo de Gállego,2013,Hombres,108
22160,Naval,2013,Hombres,128
50186,Navardún,2013,Hombres,28
50187,Nigüella,2013,Hombres,44
44163,Noguera de Albarracín,2013,Hombres,78
44164,Nogueras,2013,Hombres,22
44165,Nogueruelas,2013,Hombres,117
50188,Nombrevilla,2013,Hombres,20
50189,Nonaspe,2013,Hombres,560
22162,Novales,2013,Hombres,89
50190,Novallas,2013,Hombres,504
50191,Novillas,2013,Hombres,296
22163,Nueno,2013,Hombres,311
50192,Nuévalos,2013,Hombres,195
50193,Nuez de Ebro,2013,Hombres,437
44167,Obón,2013,Hombres,23
44168,Odón,2013,Hombres,117
44169,Ojos Negros,2013,Hombres,240
44171,Olba,2013,Hombres,143
44172,Oliete,2013,Hombres,226
44173,Olmos (Los),2013,Hombres,72
22164,Olvena,2013,Hombres,27
50194,Olvés,2013,Hombres,63
22165,Ontiñena,2013,Hombres,294
50195,Orcajo,2013,Hombres,25
50196,Orera,2013,Hombres,68
50197,Orés,2013,Hombres,59
44174,Orihuela del Tremedal,2013,Hombres,295
44175,Orrios,2013,Hombres,73
50198,Oseja,2013,Hombres,26
50199,Osera de Ebro,2013,Hombres,229
22167,Osso de Cinca,2013,Hombres,414
22168,Palo,2013,Hombres,11
44176,Palomar de Arroyos,2013,Hombres,108
44177,Pancrudo,2013,Hombres,71
50200,Paniza,2013,Hombres,406
22170,Panticosa,2013,Hombres,395
50201,Paracuellos de Jiloca,2013,Hombres,298
50202,Paracuellos de la Ribera,2013,Hombres,85
44178,Parras de Castellote (Las),2013,Hombres,35
50203,Pastriz,2013,Hombres,634
50204,Pedrola,2013,Hombres,1921
50205,Pedrosas (Las),2013,Hombres,52
22172,Peñalba,2013,Hombres,377
44179,Peñarroya de Tastavins,2013,Hombres,260
22173,Peñas de Riglos (Las),2013,Hombres,165
44180,Peracense,2013,Hombres,40
44181,Peralejos,2013,Hombres,43
44182,Perales del Alfambra,2013,Hombres,139
22174,Peralta de Alcofea,2013,Hombres,287
22175,Peralta de Calasanz,2013,Hombres,136
22176,Peraltilla,2013,Hombres,102
22177,Perarrúa,2013,Hombres,59
50206,Perdiguera,2013,Hombres,322
22178,Pertusa,2013,Hombres,71
50207,Piedratajada,2013,Hombres,64
50208,Pina de Ebro,2013,Hombres,1348
50209,Pinseque,2013,Hombres,1919
50210,Pintanos (Los),2013,Hombres,29
22181,Piracés,2013,Hombres,58
44183,Pitarque,2013,Hombres,42
22182,Plan,2013,Hombres,163
50211,Plasencia de Jalón,2013,Hombres,205
50212,Pleitas,2013,Hombres,23
50213,Plenas,2013,Hombres,67
44184,Plou,2013,Hombres,28
44185,Pobo (El),2013,Hombres,91
22184,Poleñino,2013,Hombres,113
50214,Pomer,2013,Hombres,22
44187,Portellada (La),2013,Hombres,122
22186,Pozán de Vero,2013,Hombres,116
44189,Pozondón,2013,Hombres,36
50215,Pozuel de Ariza,2013,Hombres,13
44190,Pozuel del Campo,2013,Hombres,41
50216,Pozuelo de Aragón,2013,Hombres,174
50217,Pradilla de Ebro,2013,Hombres,330
50218,Puebla de Albortón,2013,Hombres,78
50219,Puebla de Alfindén (La),2013,Hombres,2985
22187,Puebla de Castro (La),2013,Hombres,213
44191,Puebla de Híjar (La),2013,Hombres,497
44192,Puebla de Valverde (La),2013,Hombres,307
50220,Puendeluna,2013,Hombres,31
22188,Puente de Montañana,2013,Hombres,55
22902,Puente la Reina de Jaca,2013,Hombres,149
22189,Puértolas,2013,Hombres,122
44193,Puertomingalvo,2013,Hombres,78
22190,Pueyo de Araguás (El),2013,Hombres,90
22193,Pueyo de Santa Cruz,2013,Hombres,183
50221,Purujosa,2013,Hombres,26
22195,Quicena,2013,Hombres,153
50222,Quinto,2013,Hombres,1064
44194,Ráfales,2013,Hombres,69
50223,Remolinos,2013,Hombres,585
50224,Retascón,2013,Hombres,43
50225,Ricla,2013,Hombres,1691
44195,Rillo,2013,Hombres,60
44196,Riodeva,2013,Hombres,83
22197,Robres,2013,Hombres,291
44197,Ródenas,2013,Hombres,48
50227,Romanos,2013,Hombres,68
44198,Royuela,2013,Hombres,126
44199,Rubiales,2013,Hombres,31
44200,Rubielos de la Cérida,2013,Hombres,23
44201,Rubielos de Mora,2013,Hombres,367
50228,Rueda de Jalón,2013,Hombres,187
50229,Ruesca,2013,Hombres,40
50241,Sabiñán,2013,Hombres,405
22199,Sabiñánigo,2013,Hombres,5138
50230,Sádaba,2013,Hombres,771
22200,Sahún,2013,Hombres,175
22201,Salas Altas,2013,Hombres,156
22202,Salas Bajas,2013,Hombres,63
44203,Salcedillo,2013,Hombres,8
44204,Saldón,2013,Hombres,19
22203,Salillas,2013,Hombres,53
50231,Salillas de Jalón,2013,Hombres,169
22204,Sallent de Gállego,2013,Hombres,750
50232,Salvatierra de Esca,2013,Hombres,103
44205,Samper de Calanda,2013,Hombres,427
50233,Samper del Salz,2013,Hombres,62
44206,San Agustín,2013,Hombres,96
22205,San Esteban de Litera,2013,Hombres,263
22207,San Juan de Plan,2013,Hombres,84
50234,San Martín de la Virgen de Moncayo,2013,Hombres,164
44207,San Martín del Río,2013,Hombres,89
50235,San Mateo de Gállego,2013,Hombres,1657
22903,San Miguel del Cinca,2013,Hombres,431
22206,Sangarrén,2013,Hombres,109
22208,Santa Cilia,2013,Hombres,111
50236,Santa Cruz de Grío,2013,Hombres,72
22209,Santa Cruz de la Serós,2013,Hombres,110
50237,Santa Cruz de Moncayo,2013,Hombres,76
44208,Santa Cruz de Nogueras,2013,Hombres,20
44209,Santa Eulalia,2013,Hombres,558
50238,Santa Eulalia de Gállego,2013,Hombres,68
22906,Santa María de Dulcis,2013,Hombres,115
22212,Santaliestra y San Quílez,2013,Hombres,45
50239,Santed,2013,Hombres,40
22213,Sariñena,2013,Hombres,2240
44210,Sarrión,2013,Hombres,623
50240,Sástago,2013,Hombres,643
22214,Secastilla,2013,Hombres,71
50242,Sediles,2013,Hombres,64
44211,Segura de los Baños,2013,Hombres,25
22215,Seira,2013,Hombres,78
22217,Sena,2013,Hombres,290
22218,Senés de Alcubierre,2013,Hombres,23
44212,Seno,2013,Hombres,22
22220,Sesa,2013,Hombres,116
50243,Sestrica,2013,Hombres,228
22221,Sesué,2013,Hombres,67
50244,Sierra de Luna,2013,Hombres,140
22222,Siétamo,2013,Hombres,365
50245,Sigüés,2013,Hombres,63
44213,Singra,2013,Hombres,42
50246,Sisamón,2013,Hombres,26
50247,Sobradiel,2013,Hombres,512
22223,Sopeira,2013,Hombres,58
50248,Sos del Rey Católico,2013,Hombres,326
22904,Sotonera (La),2013,Hombres,528
50249,Tabuenca,2013,Hombres,208
50250,Talamantes,2013,Hombres,27
22225,Tamarite de Litera,2013,Hombres,1849
50251,Tarazona,2013,Hombres,5373
22226,Tardienta,2013,Hombres,502
50252,Tauste,2013,Hombres,3601
22227,Tella-Sin,2013,Hombres,144
50253,Terrer,2013,Hombres,307
44215,Terriente,2013,Hombres,102
44216,Teruel,2013,Hombres,17359
50254,Tierga,2013,Hombres,108
22228,Tierz,2013,Hombres,367
50255,Tobed,2013,Hombres,117
22229,Tolva,2013,Hombres,86
44217,Toril y Masegoso,2013,Hombres,26
22230,Torla-Ordesa,2013,Hombres,151
44218,Tormón,2013,Hombres,17
44219,Tornos,2013,Hombres,124
22232,Torralba de Aragón,2013,Hombres,55
50256,Torralba de los Frailes,2013,Hombres,49
44220,Torralba de los Sisones,2013,Hombres,96
50257,Torralba de Ribota,2013,Hombres,111
50258,Torralbilla,2013,Hombres,32
44223,Torre de Arcas,2013,Hombres,48
44224,Torre de las Arcas,2013,Hombres,15
44225,Torre del Compte,2013,Hombres,74
22233,Torre la Ribera,2013,Hombres,55
44227,Torre los Negros,2013,Hombres,50
44221,Torrecilla de Alcañiz,2013,Hombres,232
44222,Torrecilla del Rebollar,2013,Hombres,83
50259,Torrehermosa,2013,Hombres,38
44226,Torrelacárcel,2013,Hombres,102
50260,Torrelapaja,2013,Hombres,23
50261,Torrellas,2013,Hombres,154
44228,Torremocha de Jiloca,2013,Hombres,71
22234,Torrente de Cinca,2013,Hombres,637
44229,Torres de Albarracín,2013,Hombres,88
22235,Torres de Alcanadre,2013,Hombres,60
22236,Torres de Barbués,2013,Hombres,154
50262,Torres de Berrellén,2013,Hombres,788
44230,Torrevelilla,2013,Hombres,108
44231,Torrijas,2013,Hombres,20
50263,Torrijo de la Cañada,2013,Hombres,158
44232,Torrijo del Campo,2013,Hombres,263
50264,Tosos,2013,Hombres,116
44234,Tramacastiel,2013,Hombres,44
44235,Tramacastilla,2013,Hombres,52
22239,Tramaced,2013,Hombres,56
50265,Trasmoz,2013,Hombres,41
50266,Trasobares,2013,Hombres,85
44236,Tronchón,2013,Hombres,51
50267,Uncastillo,2013,Hombres,347
50268,Undués de Lerda,2013,Hombres,34
44237,Urrea de Gaén,2013,Hombres,240
50269,Urrea de Jalón,2013,Hombres,207
50270,Urriés,2013,Hombres,25
50271,Used,2013,Hombres,166
50272,Utebo,2013,Hombres,9222
44238,Utrillas,2013,Hombres,1698
50274,Val de San Martín,2013,Hombres,41
44239,Valacloche,2013,Hombres,16
44240,Valbona,2013,Hombres,109
44241,Valdealgorfa,2013,Hombres,302
44243,Valdecuenca,2013,Hombres,30
50273,Valdehorna,2013,Hombres,15
44244,Valdelinares,2013,Hombres,61
44245,Valdeltormo,2013,Hombres,165
44246,Valderrobres,2013,Hombres,1190
22242,Valfarta,2013,Hombres,46
44247,Valjunquera,2013,Hombres,197
22243,Valle de Bardají,2013,Hombres,23
22901,Valle de Hecho,2013,Hombres,489
22244,Valle de Lierp,2013,Hombres,33
44249,Vallecillo (El),2013,Hombres,32
50275,Valmadrid,2013,Hombres,88
50276,Valpalmas,2013,Hombres,72
50277,Valtorres,2013,Hombres,44
44250,Veguillas de la Sierra,2013,Hombres,15
22245,Velilla de Cinca,2013,Hombres,228
50278,Velilla de Ebro,2013,Hombres,132
50279,Velilla de Jiloca,2013,Hombres,65
22909,Vencillón,2013,Hombres,233
50280,Vera de Moncayo,2013,Hombres,210
22247,Viacamp y Litera,2013,Hombres,25
22248,Vicién,2013,Hombres,71
50281,Vierlas,2013,Hombres,47
50283,Villadoz,2013,Hombres,55
50284,Villafeliche,2013,Hombres,107
50285,Villafranca de Ebro,2013,Hombres,409
44251,Villafranca del Campo,2013,Hombres,165
44252,Villahermosa del Campo,2013,Hombres,64
50286,Villalba de Perejil,2013,Hombres,58
50287,Villalengua,2013,Hombres,200
