municipality_number,municipality_name,year,sex,population
50246,Sisamón,1998,Ambos sexos,85
50247,Sobradiel,1998,Ambos sexos,610
22223,Sopeira,1998,Ambos sexos,105
50248,Sos del Rey Católico,1998,Ambos sexos,813
22904,Sotonera (La),1998,Ambos sexos,1108
50249,Tabuenca,1998,Ambos sexos,484
50250,Talamantes,1998,Ambos sexos,68
22225,Tamarite de Litera,1998,Ambos sexos,3838
50251,Tarazona,1998,Ambos sexos,10287
22226,Tardienta,1998,Ambos sexos,1063
50252,Tauste,1998,Ambos sexos,6998
22227,Tella-Sin,1998,Ambos sexos,267
50253,Terrer,1998,Ambos sexos,672
44215,Terriente,1998,Ambos sexos,176
44216,Teruel,1998,Ambos sexos,29320
50254,Tierga,1998,Ambos sexos,260
22228,Tierz,1998,Ambos sexos,180
50255,Tobed,1998,Ambos sexos,285
22229,Tolva,1998,Ambos sexos,209
44217,Toril y Masegoso,1998,Ambos sexos,36
22230,Torla-Ordesa,1998,Ambos sexos,330
44218,Tormón,1998,Ambos sexos,41
44219,Tornos,1998,Ambos sexos,257
22232,Torralba de Aragón,1998,Ambos sexos,133
50256,Torralba de los Frailes,1998,Ambos sexos,109
44220,Torralba de los Sisones,1998,Ambos sexos,221
50257,Torralba de Ribota,1998,Ambos sexos,230
50258,Torralbilla,1998,Ambos sexos,71
44223,Torre de Arcas,1998,Ambos sexos,111
44224,Torre de las Arcas,1998,Ambos sexos,38
44225,Torre del Compte,1998,Ambos sexos,179
22233,Torre la Ribera,1998,Ambos sexos,120
44227,Torre los Negros,1998,Ambos sexos,95
44221,Torrecilla de Alcañiz,1998,Ambos sexos,441
44222,Torrecilla del Rebollar,1998,Ambos sexos,182
50259,Torrehermosa,1998,Ambos sexos,122
44226,Torrelacárcel,1998,Ambos sexos,304
50260,Torrelapaja,1998,Ambos sexos,44
50261,Torrellas,1998,Ambos sexos,321
44228,Torremocha de Jiloca,1998,Ambos sexos,171
22234,Torrente de Cinca,1998,Ambos sexos,1121
44229,Torres de Albarracín,1998,Ambos sexos,159
22235,Torres de Alcanadre,1998,Ambos sexos,139
22236,Torres de Barbués,1998,Ambos sexos,365
50262,Torres de Berrellén,1998,Ambos sexos,1404
44230,Torrevelilla,1998,Ambos sexos,205
44231,Torrijas,1998,Ambos sexos,80
50263,Torrijo de la Cañada,1998,Ambos sexos,414
44232,Torrijo del Campo,1998,Ambos sexos,576
50264,Tosos,1998,Ambos sexos,206
44234,Tramacastiel,1998,Ambos sexos,116
44235,Tramacastilla,1998,Ambos sexos,135
22239,Tramaced,1998,Ambos sexos,105
50265,Trasmoz,1998,Ambos sexos,67
50266,Trasobares,1998,Ambos sexos,238
44236,Tronchón,1998,Ambos sexos,97
50267,Uncastillo,1998,Ambos sexos,920
50268,Undués de Lerda,1998,Ambos sexos,58
44237,Urrea de Gaén,1998,Ambos sexos,628
50269,Urrea de Jalón,1998,Ambos sexos,345
50270,Urriés,1998,Ambos sexos,84
50271,Used,1998,Ambos sexos,389
50272,Utebo,1998,Ambos sexos,9488
44238,Utrillas,1998,Ambos sexos,3329
50274,Val de San Martín,1998,Ambos sexos,75
44239,Valacloche,1998,Ambos sexos,22
44240,Valbona,1998,Ambos sexos,184
44241,Valdealgorfa,1998,Ambos sexos,753
44243,Valdecuenca,1998,Ambos sexos,38
50273,Valdehorna,1998,Ambos sexos,59
44244,Valdelinares,1998,Ambos sexos,129
44245,Valdeltormo,1998,Ambos sexos,384
44246,Valderrobres,1998,Ambos sexos,1914
22242,Valfarta,1998,Ambos sexos,101
44247,Valjunquera,1998,Ambos sexos,443
22243,Valle de Bardají,1998,Ambos sexos,56
22901,Valle de Hecho,1998,Ambos sexos,980
22244,Valle de Lierp,1998,Ambos sexos,60
44249,Vallecillo (El),1998,Ambos sexos,43
50275,Valmadrid,1998,Ambos sexos,62
50276,Valpalmas,1998,Ambos sexos,198
50277,Valtorres,1998,Ambos sexos,100
44250,Veguillas de la Sierra,1998,Ambos sexos,27
22245,Velilla de Cinca,1998,Ambos sexos,489
50278,Velilla de Ebro,1998,Ambos sexos,281
50279,Velilla de Jiloca,1998,Ambos sexos,122
22909,Vencillón,1998,Ambos sexos,480
50280,Vera de Moncayo,1998,Ambos sexos,481
22247,Viacamp y Litera,1998,Ambos sexos,33
22248,Vicién,1998,Ambos sexos,116
50281,Vierlas,1998,Ambos sexos,103
50283,Villadoz,1998,Ambos sexos,87
50284,Villafeliche,1998,Ambos sexos,235
50285,Villafranca de Ebro,1998,Ambos sexos,672
44251,Villafranca del Campo,1998,Ambos sexos,407
44252,Villahermosa del Campo,1998,Ambos sexos,69
50286,Villalba de Perejil,1998,Ambos sexos,115
50287,Villalengua,1998,Ambos sexos,434
50903,Villamayor de Gállego,1998,Ambos sexos,1869
22249,Villanova,1998,Ambos sexos,104
22250,Villanúa,1998,Ambos sexos,332
50288,Villanueva de Gállego,1998,Ambos sexos,2860
50290,Villanueva de Huerva,1998,Ambos sexos,590
50289,Villanueva de Jiloca,1998,Ambos sexos,116
22251,Villanueva de Sigena,1998,Ambos sexos,495
44256,Villanueva del Rebollar de la Sierra,1998,Ambos sexos,51
50291,Villar de los Navarros,1998,Ambos sexos,149
44257,Villar del Cobo,1998,Ambos sexos,231
44258,Villar del Salz,1998,Ambos sexos,112
44260,Villarluengo,1998,Ambos sexos,205
44261,Villarquemado,1998,Ambos sexos,1003
50292,Villarreal de Huerva,1998,Ambos sexos,188
50293,Villarroya de la Sierra,1998,Ambos sexos,708
44262,Villarroya de los Pinares,1998,Ambos sexos,203
50294,Villarroya del Campo,1998,Ambos sexos,90
44263,Villastar,1998,Ambos sexos,346
44264,Villel,1998,Ambos sexos,329
50282,Vilueña (La),1998,Ambos sexos,96
44265,Vinaceite,1998,Ambos sexos,304
44266,Visiedo,1998,Ambos sexos,212
50295,Vistabella,1998,Ambos sexos,34
44267,Vivel del Río Martín,1998,Ambos sexos,95
22252,Yebra de Basa,1998,Ambos sexos,162
22253,Yésero,1998,Ambos sexos,61
50296,Zaida (La),1998,Ambos sexos,614
22254,Zaidín,1998,Ambos sexos,1688
50297,Zaragoza,1998,Ambos sexos,603367
44268,Zoma (La),1998,Ambos sexos,33
50298,Zuera,1998,Ambos sexos,5404
44001,Ababuj,1998,Hombres,48
50001,Abanto,1998,Hombres,101
44002,Abejuela,1998,Hombres,37
22001,Abiego,1998,Hombres,147
22002,Abizanda,1998,Hombres,73
50002,Acered,1998,Hombres,145
22003,Adahuesca,1998,Hombres,83
50003,Agón,1998,Hombres,107
50004,Aguarón,1998,Hombres,354
44003,Aguatón,1998,Hombres,10
44004,Aguaviva,1998,Hombres,309
22004,Agüero,1998,Hombres,81
44005,Aguilar del Alfambra,1998,Hombres,42
50005,Aguilón,1998,Hombres,131
22907,Aínsa-Sobrarbe,1998,Hombres,804
50006,Ainzón,1998,Hombres,624
22006,Aisa,1998,Hombres,199
44006,Alacón,1998,Hombres,244
50007,Aladrén,1998,Hombres,33
50008,Alagón,1998,Hombres,2765
50009,Alarba,1998,Hombres,92
44007,Alba,1998,Hombres,145
22007,Albalate de Cinca,1998,Hombres,542
44008,Albalate del Arzobispo,1998,Hombres,1170
22008,Albalatillo,1998,Hombres,136
44009,Albarracín,1998,Hombres,535
22009,Albelda,1998,Hombres,489
44010,Albentosa,1998,Hombres,135
50010,Alberite de San Juan,1998,Hombres,55
22011,Albero Alto,1998,Hombres,53
22012,Albero Bajo,1998,Hombres,64
22013,Alberuela de Tubo,1998,Hombres,193
50011,Albeta,1998,Hombres,56
50012,Alborge,1998,Hombres,68
44011,Alcaine,1998,Hombres,31
50013,Alcalá de Ebro,1998,Hombres,144
22014,Alcalá de Gurrea,1998,Hombres,166
44012,Alcalá de la Selva,1998,Hombres,235
50014,Alcalá de Moncayo,1998,Hombres,80
22015,Alcalá del Obispo,1998,Hombres,180
22016,Alcampell,1998,Hombres,474
44013,Alcañiz,1998,Hombres,6330
22017,Alcolea de Cinca,1998,Hombres,623
50015,Alconchel de Ariza,1998,Hombres,95
44014,Alcorisa,1998,Hombres,1650
22018,Alcubierre,1998,Hombres,248
50016,Aldehuela de Liestos,1998,Hombres,32
22019,Alerre,1998,Hombres,94
50017,Alfajarín,1998,Hombres,748
44016,Alfambra,1998,Hombres,348
50018,Alfamén,1998,Hombres,683
22020,Alfántega,1998,Hombres,65
50019,Alforque,1998,Hombres,47
50020,Alhama de Aragón,1998,Hombres,584
44017,Aliaga,1998,Hombres,224
44021,Allepuz,1998,Hombres,73
44022,Alloza,1998,Hombres,394
44023,Allueva,1998,Hombres,9
50021,Almochuel,1998,Hombres,23
44018,Almohaja,1998,Hombres,20
50022,Almolda (La),1998,Hombres,351
50023,Almonacid de la Cuba,1998,Hombres,175
50024,Almonacid de la Sierra,1998,Hombres,443
22021,Almudévar,1998,Hombres,1220
50025,Almunia de Doña Godina (La),1998,Hombres,2751
22022,Almunia de San Juan,1998,Hombres,355
22023,Almuniente,1998,Hombres,321
44019,Alobras,1998,Hombres,53
50026,Alpartir,1998,Hombres,326
44020,Alpeñés,1998,Hombres,18
22024,Alquézar,1998,Hombres,157
22025,Altorricón,1998,Hombres,750
50027,Ambel,1998,Hombres,165
44024,Anadón,1998,Hombres,10
44025,Andorra,1998,Hombres,4228
50028,Anento,1998,Hombres,46
22027,Angüés,1998,Hombres,234
50029,Aniñón,1998,Hombres,473
22028,Ansó,1998,Hombres,262
22029,Antillón,1998,Hombres,78
50030,Añón de Moncayo,1998,Hombres,185
22032,Aragüés del Puerto,1998,Hombres,82
50031,Aranda de Moncayo,1998,Hombres,127
50032,Arándiga,1998,Hombres,268
44026,Arcos de las Salinas,1998,Hombres,82
50033,Ardisa,1998,Hombres,43
22035,Arén,1998,Hombres,205
44027,Arens de Lledó,1998,Hombres,113
22036,Argavieso,1998,Hombres,73
44028,Argente,1998,Hombres,141
22037,Arguis,1998,Hombres,30
44029,Ariño,1998,Hombres,453
50034,Ariza,1998,Hombres,686
50035,Artieda,1998,Hombres,57
50036,Asín,1998,Hombres,48
50037,Atea,1998,Hombres,137
50038,Ateca,1998,Hombres,1005
22039,Ayerbe,1998,Hombres,576
44031,Azaila,1998,Hombres,99
22040,Azanuy-Alins,1998,Hombres,97
22041,Azara,1998,Hombres,111
22042,Azlor,1998,Hombres,83
50039,Azuara,1998,Hombres,380
44032,Bádenas,1998,Hombres,12
50040,Badules,1998,Hombres,59
22043,Baélls,1998,Hombres,89
44033,Báguena,1998,Hombres,266
50041,Bagüés,1998,Hombres,20
22044,Bailo,1998,Hombres,186
50042,Balconchán,1998,Hombres,15
22045,Baldellou,1998,Hombres,83
22046,Ballobar,1998,Hombres,544
22047,Banastás,1998,Hombres,94
44034,Bañón,1998,Hombres,96
22048,Barbastro,1998,Hombres,7027
50043,Bárboles,1998,Hombres,174
22049,Barbués,1998,Hombres,61
22050,Barbuñales,1998,Hombres,55
22051,Bárcabo,1998,Hombres,66
50044,Bardallur,1998,Hombres,151
44035,Barrachina,1998,Hombres,87
44036,Bea,1998,Hombres,25
44037,Beceite,1998,Hombres,332
50045,Belchite,1998,Hombres,831
44039,Bello,1998,Hombres,188
50046,Belmonte de Gracián,1998,Hombres,163
44038,Belmonte de San José,1998,Hombres,85
22052,Belver de Cinca,1998,Hombres,728
22053,Benabarre,1998,Hombres,600
22054,Benasque,1998,Hombres,693
22246,Beranuy,1998,Hombres,62
22055,Berbegal,1998,Hombres,241
50047,Berdejo,1998,Hombres,28
44040,Berge,1998,Hombres,117
50048,Berrueco,1998,Hombres,23
44041,Bezas,1998,Hombres,35
50901,Biel,1998,Hombres,111
22057,Bielsa,1998,Hombres,239
22058,Bierge,1998,Hombres,128
22059,Biescas,1998,Hombres,651
50050,Bijuesca,1998,Hombres,77
22060,Binaced,1998,Hombres,815
22061,Binéfar,1998,Hombres,4053
50051,Biota,1998,Hombres,643
22062,Bisaurri,1998,Hombres,123
22063,Biscarrués,1998,Hombres,123
50052,Bisimbre,1998,Hombres,60
44042,Blancas,1998,Hombres,104
22064,Blecua y Torres,1998,Hombres,95
44043,Blesa,1998,Hombres,93
22066,Boltaña,1998,Hombres,437
22067,Bonansa,1998,Hombres,38
50053,Boquiñeni,1998,Hombres,512
22068,Borau,1998,Hombres,39
50054,Bordalba,1998,Hombres,56
44044,Bordón,1998,Hombres,79
50055,Borja,1998,Hombres,1951
50056,Botorrita,1998,Hombres,251
50057,Brea de Aragón,1998,Hombres,1006
44045,Bronchales,1998,Hombres,237
22069,Broto,1998,Hombres,261
50058,Bubierca,1998,Hombres,51
44046,Bueña,1998,Hombres,61
50059,Bujaraloz,1998,Hombres,539
50060,Bulbuente,1998,Hombres,140
44047,Burbáguena,1998,Hombres,156
50061,Bureta,1998,Hombres,163
50062,Burgo de Ebro (El),1998,Hombres,756
50063,Buste (El),1998,Hombres,61
50064,Cabañas de Ebro,1998,Hombres,270
50065,Cabolafuente,1998,Hombres,54
44048,Cabra de Mora,1998,Hombres,60
50066,Cadrete,1998,Hombres,727
44049,Calaceite,1998,Hombres,620
44050,Calamocha,1998,Hombres,1997
44051,Calanda,1998,Hombres,1781
50067,Calatayud,1998,Hombres,7912
50068,Calatorao,1998,Hombres,1404
50069,Calcena,1998,Hombres,51
22072,Caldearenas,1998,Hombres,144
50070,Calmarza,1998,Hombres,50
44052,Calomarde,1998,Hombres,41
44053,Camañas,1998,Hombres,81
44054,Camarena de la Sierra,1998,Hombres,91
44055,Camarillas,1998,Hombres,69
44056,Caminreal,1998,Hombres,405
50071,Campillo de Aragón,1998,Hombres,112
22074,Campo,1998,Hombres,171
22075,Camporrélls,1998,Hombres,130
22076,Canal de Berdún,1998,Hombres,239
22077,Candasnos,1998,Hombres,295
22078,Canfranc,1998,Hombres,290
44059,Cantavieja,1998,Hombres,379
44060,Cañada de Benatanduz,1998,Hombres,41
44061,Cañada de Verich (La),1998,Hombres,61
44062,Cañada Vellida,1998,Hombres,40
44063,Cañizar del Olivar,1998,Hombres,67
22079,Capdesaso,1998,Hombres,81
22080,Capella,1998,Hombres,204
50072,Carenas,1998,Hombres,119
50073,Cariñena,1998,Hombres,1475
22081,Casbas de Huesca,1998,Hombres,164
44064,Cascante del Río,1998,Hombres,80
50074,Caspe,1998,Hombres,3795
50075,Castejón de Alarba,1998,Hombres,67
50076,Castejón de las Armas,1998,Hombres,70
22083,Castejón de Monegros,1998,Hombres,360
22084,Castejón de Sos,1998,Hombres,275
44065,Castejón de Tornos,1998,Hombres,58
50077,Castejón de Valdejasa,1998,Hombres,178
22082,Castejón del Puente,1998,Hombres,210
44066,Castel de Cabra,1998,Hombres,97
22085,Castelflorite,1998,Hombres,79
44070,Castellar (El),1998,Hombres,55
44071,Castellote,1998,Hombres,379
44067,Castelnou,1998,Hombres,55
44068,Castelserás,1998,Hombres,461
22086,Castiello de Jaca,1998,Hombres,82
22087,Castigaleu,1998,Hombres,59
50078,Castiliscar,1998,Hombres,205
22088,Castillazuelo,1998,Hombres,110
22089,Castillonroy,1998,Hombres,207
44074,Cedrillas,1998,Hombres,282
44075,Celadas,1998,Hombres,227
44076,Cella,1998,Hombres,1513
44077,Cerollera (La),1998,Hombres,45
50079,Cervera de la Cañada,1998,Hombres,171
50080,Cerveruela,1998,Hombres,5
50081,Cetina,1998,Hombres,364
22094,Chalamera,1998,Hombres,94
22095,Chía,1998,Hombres,64
22096,Chimillas,1998,Hombres,96
50092,Chiprana,1998,Hombres,192
50093,Chodes,1998,Hombres,61
50082,Cimballa,1998,Hombres,70
50083,Cinco Olivas,1998,Hombres,63
50084,Clarés de Ribota,1998,Hombres,52
50085,Codo,1998,Hombres,137
44080,Codoñera (La),1998,Hombres,180
50086,Codos,1998,Hombres,170
22090,Colungo,1998,Hombres,65
50087,Contamina,1998,Hombres,30
44082,Corbalán,1998,Hombres,41
44084,Cortes de Aragón,1998,Hombres,68
44085,Cosa,1998,Hombres,58
50088,Cosuenda,1998,Hombres,217
44086,Cretas,1998,Hombres,321
44087,Crivillén,1998,Hombres,70
50089,Cuarte de Huerva,1998,Hombres,908
44088,Cuba (La),1998,Hombres,33
50090,Cubel,1998,Hombres,119
44089,Cubla,1998,Hombres,29
44090,Cucalón,1998,Hombres,45
50091,Cuerlas (Las),1998,Hombres,52
44092,Cuervo (El),1998,Hombres,68
44093,Cuevas de Almudén,1998,Hombres,59
44094,Cuevas Labradas,1998,Hombres,94
50094,Daroca,1998,Hombres,1138
50095,Ejea de los Caballeros,1998,Hombres,7501
44096,Ejulve,1998,Hombres,114
50096,Embid de Ariza,1998,Hombres,34
50098,Encinacorba,1998,Hombres,174
50099,Épila,1998,Hombres,2045
50100,Erla,1998,Hombres,226
50101,Escatrón,1998,Hombres,586
44097,Escorihuela,1998,Hombres,118
44099,Escucha,1998,Hombres,611
22099,Esplús,1998,Hombres,380
22102,Estada,1998,Hombres,95
22103,Estadilla,1998,Hombres,477
44100,Estercuel,1998,Hombres,187
22105,Estopiñán del Castillo,1998,Hombres,98
50102,Fabara,1998,Hombres,654
22106,Fago,1998,Hombres,25
22107,Fanlo,1998,Hombres,70
50104,Farlete,1998,Hombres,230
50105,Fayón,1998,Hombres,204
50106,Fayos (Los),1998,Hombres,105
44101,Ferreruela de Huerva,1998,Hombres,46
50107,Figueruelas,1998,Hombres,504
22109,Fiscal,1998,Hombres,124
50108,Fombuena,1998,Hombres,15
44102,Fonfría,1998,Hombres,19
22110,Fonz,1998,Hombres,572
22111,Foradada del Toscar,1998,Hombres,120
44103,Formiche Alto,1998,Hombres,108
44105,Fórnoles,1998,Hombres,46
44106,Fortanete,1998,Hombres,98
44107,Foz-Calanda,1998,Hombres,131
22112,Fraga,1998,Hombres,5900
50109,Frago (El),1998,Hombres,61
50110,Frasno (El),1998,Hombres,291
50111,Fréscano,1998,Hombres,128
44108,Fresneda (La),1998,Hombres,213
44109,Frías de Albarracín,1998,Hombres,94
50113,Fuendejalón,1998,Hombres,463
50114,Fuendetodos,1998,Hombres,79
44110,Fuenferrada,1998,Hombres,27
44111,Fuentes Calientes,1998,Hombres,80
44112,Fuentes Claras,1998,Hombres,332
50115,Fuentes de Ebro,1998,Hombres,1948
50116,Fuentes de Jiloca,1998,Hombres,192
44113,Fuentes de Rubielos,1998,Hombres,44
44114,Fuentespalda,1998,Hombres,183
22113,Fueva (La),1998,Hombres,331
50117,Gallocanta,1998,Hombres,94
50118,Gallur,1998,Hombres,1486
44115,Galve,1998,Hombres,75
44116,Gargallo,1998,Hombres,72
44117,Gea de Albarracín,1998,Hombres,242
50119,Gelsa,1998,Hombres,628
44118,Ginebrosa (La),1998,Hombres,146
22114,Gistaín,1998,Hombres,106
50120,Godojos,1998,Hombres,35
50121,Gotor,1998,Hombres,204
22115,Grado (El),1998,Hombres,296
22116,Grañén,1998,Hombres,1018
22117,Graus,1998,Hombres,1633
44119,Griegos,1998,Hombres,84
50122,Grisel,1998,Hombres,37
50123,Grisén,1998,Hombres,241
44120,Guadalaviar,1998,Hombres,145
44121,Gúdar,1998,Hombres,46
22119,Gurrea de Gállego,1998,Hombres,956
50124,Herrera de los Navarros,1998,Hombres,312
44122,Híjar,1998,Hombres,976
44123,Hinojosa de Jarque,1998,Hombres,97
22122,Hoz de Jaca,1998,Hombres,32
44124,Hoz de la Vieja (La),1998,Hombres,73
22908,Hoz y Costean,1998,Hombres,143
22124,Huerto,1998,Hombres,153
44125,Huesa del Común,1998,Hombres,78
22125,Huesca,1998,Hombres,21904
50125,Ibdes,1998,Hombres,300
22126,Ibieca,1998,Hombres,53
44126,Iglesuela del Cid (La),1998,Hombres,251
22127,Igriés,1998,Hombres,94
22128,Ilche,1998,Hombres,150
50126,Illueca,1998,Hombres,1627
22129,Isábena,1998,Hombres,132
50128,Isuerre,1998,Hombres,36
44127,Jabaloyas,1998,Hombres,50
22130,Jaca,1998,Hombres,5537
50129,Jaraba,1998,Hombres,164
44128,Jarque de la Val,1998,Hombres,56
50130,Jarque de Moncayo,1998,Hombres,311
22131,Jasa,1998,Hombres,67
44129,Jatiel,1998,Hombres,35
50131,Jaulín,1998,Hombres,158
44130,Jorcas,1998,Hombres,34
44131,Josa,1998,Hombres,25
50132,Joyosa (La),1998,Hombres,187
22133,Labuerda,1998,Hombres,87
50133,Lagata,1998,Hombres,81
44132,Lagueruela,1998,Hombres,37
22135,Laluenga,1998,Hombres,138
22136,Lalueza,1998,Hombres,678
22137,Lanaja,1998,Hombres,839
50134,Langa del Castillo,1998,Hombres,90
44133,Lanzuela,1998,Hombres,19
22139,Laperdiguera,1998,Hombres,51
22141,Lascellas-Ponzano,1998,Hombres,84
22142,Lascuarre,1998,Hombres,91
22143,Laspaúles,1998,Hombres,156
22144,Laspuña,1998,Hombres,144
50135,Layana,1998,Hombres,75
50136,Lécera,1998,Hombres,419
50138,Lechón,1998,Hombres,32
50137,Leciñena,1998,Hombres,690
50139,Letux,1998,Hombres,253
44135,Libros,1998,Hombres,86
44136,Lidón,1998,Hombres,39
44137,Linares de Mora,1998,Hombres,171
50140,Litago,1998,Hombres,105
50141,Lituénigo,1998,Hombres,57
44141,Lledó,1998,Hombres,112
22149,Loarre,1998,Hombres,211
50142,Lobera de Onsella,1998,Hombres,34
50143,Longares,1998,Hombres,440
50144,Longás,1998,Hombres,26
22150,Loporzano,1998,Hombres,271
22151,Loscorrales,1998,Hombres,68
44138,Loscos,1998,Hombres,113
50146,Lucena de Jalón,1998,Hombres,133
50147,Luceni,1998,Hombres,528
50148,Luesia,1998,Hombres,220
50149,Luesma,1998,Hombres,13
50150,Lumpiaque,1998,Hombres,491
50151,Luna,1998,Hombres,492
22905,Lupiñén-Ortilla,1998,Hombres,195
50152,Maella,1998,Hombres,1028
50153,Magallón,1998,Hombres,659
44142,Maicas,1998,Hombres,13
50154,Mainar,1998,Hombres,99
50155,Malanquilla,1998,Hombres,67
50156,Maleján,1998,Hombres,164
50160,Mallén,1998,Hombres,1502
50157,Malón,1998,Hombres,244
50159,Maluenda,1998,Hombres,486
50161,Manchones,1998,Hombres,76
44143,Manzanera,1998,Hombres,261
50162,Mara,1998,Hombres,112
50163,María de Huerva,1998,Hombres,420
50902,Marracos,1998,Hombres,70
44144,Martín del Río,1998,Hombres,250
44145,Mas de las Matas,1998,Hombres,750
44146,Mata de los Olmos (La),1998,Hombres,131
44147,Mazaleón,1998,Hombres,309
50164,Mediana de Aragón,1998,Hombres,255
50165,Mequinenza,1998,Hombres,1260
50166,Mesones de Isuela,1998,Hombres,191
50167,Mezalocha,1998,Hombres,171
44148,Mezquita de Jarque,1998,Hombres,75
50168,Mianos,1998,Hombres,22
50169,Miedes de Aragón,1998,Hombres,269
44149,Mirambel,1998,Hombres,82
44150,Miravete de la Sierra,1998,Hombres,30
44151,Molinos,1998,Hombres,175
50170,Monegrillo,1998,Hombres,301
22155,Monesma y Cajigar,1998,Hombres,56
50171,Moneva,1998,Hombres,54
22156,Monflorite-Lascasas,1998,Hombres,105
44152,Monforte de Moyuela,1998,Hombres,49
50172,Monreal de Ariza,1998,Hombres,163
44153,Monreal del Campo,1998,Hombres,1144
44154,Monroyo,1998,Hombres,204
44155,Montalbán,1998,Hombres,809
22157,Montanuy,1998,Hombres,170
44156,Monteagudo del Castillo,1998,Hombres,40
50173,Monterde,1998,Hombres,112
44157,Monterde de Albarracín,1998,Hombres,35
50174,Montón,1998,Hombres,72
22158,Monzón,1998,Hombres,7307
44158,Mora de Rubielos,1998,Hombres,715
50175,Morata de Jalón,1998,Hombres,768
50176,Morata de Jiloca,1998,Hombres,190
50177,Morés,1998,Hombres,267
50178,Moros,1998,Hombres,265
44159,Moscardón,1998,Hombres,30
44160,Mosqueruela,1998,Hombres,368
50179,Moyuela,1998,Hombres,180
50180,Mozota,1998,Hombres,58
50181,Muel,1998,Hombres,570
50182,Muela (La),1998,Hombres,593
50183,Munébrega,1998,Hombres,253
44161,Muniesa,1998,Hombres,385
50184,Murero,1998,Hombres,82
50185,Murillo de Gállego,1998,Hombres,81
22160,Naval,1998,Hombres,151
50186,Navardún,1998,Hombres,32
50187,Nigüella,1998,Hombres,65
44163,Noguera de Albarracín,1998,Hombres,93
44164,Nogueras,1998,Hombres,16
44165,Nogueruelas,1998,Hombres,113
50188,Nombrevilla,1998,Hombres,15
50189,Nonaspe,1998,Hombres,544
22162,Novales,1998,Hombres,95
50190,Novallas,1998,Hombres,366
50191,Novillas,1998,Hombres,356
22163,Nueno,1998,Hombres,118
50192,Nuévalos,1998,Hombres,174
50193,Nuez de Ebro,1998,Hombres,298
44167,Obón,1998,Hombres,27
44168,Odón,1998,Hombres,124
44169,Ojos Negros,1998,Hombres,305
44171,Olba,1998,Hombres,101
44172,Oliete,1998,Hombres,249
44173,Olmos (Los),1998,Hombres,84
22164,Olvena,1998,Hombres,24
50194,Olvés,1998,Hombres,90
22165,Ontiñena,1998,Hombres,332
50195,Orcajo,1998,Hombres,23
50196,Orera,1998,Hombres,66
50197,Orés,1998,Hombres,62
44174,Orihuela del Tremedal,1998,Hombres,306
44175,Orrios,1998,Hombres,103
50198,Oseja,1998,Hombres,32
50199,Osera de Ebro,1998,Hombres,167
22167,Osso de Cinca,1998,Hombres,405
22168,Palo,1998,Hombres,14
44176,Palomar de Arroyos,1998,Hombres,151
44177,Pancrudo,1998,Hombres,99
50200,Paniza,1998,Hombres,348
22170,Panticosa,1998,Hombres,324
50201,Paracuellos de Jiloca,1998,Hombres,221
50202,Paracuellos de la Ribera,1998,Hombres,149
